ID,Product,Category,Subcategory,Image_URL,Price
134,Advil 200Mg * 20 Liqui-Gels,Pain Killers,Tablets & Capsules,https://i.postimg.cc/9FZDLhwH/Advil-200mg-20-Liquid-gels.jpg,"#13,800.00"
135,Advil Pm * 20 Caplets,Pain Killers,Tablets & Capsules,https://i.postimg.cc/05L6GQQC/advil-pm-20tab.jpg,"#14,350.00"
136,Arthrotec 75Mg *  10 Strip,Pain Killers,Tablets & Capsules,https://i.postimg.cc/90Fn9p3x/image.png,"#3,500.00"
137,Bayer Aspirin 81Mg * 120 Tabs,Pain Killers,Tablets & Capsules,https://i.postimg.cc/5tNj9Q7f/BAYER-ASPIRIN-81-MG-120-TABS.jpg,"#26,500.00"
138,Boska Tabs * 20 Tabs,Pain Killers,Tablets & Capsules,https://i.postimg.cc/zXhwRmxQ/BOSKA-TABS-20-TABS.jpg,"#1,200.00"
139,Buscopan Cramps *20 Tabs,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/cf599303af2d7020292651de5150d83506949c72e7d534a149fb8a5b82bb3e36?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#16,600.00"
140,Cataflam 50Mg * 10 Strip,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/5b0555f08480c971e358a9989ba33ec7b0fb6a0c19bef804154c55276adee115?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7IndpZHRoIjoxNTAsImhlaWdodCI6MTUwfX1d,"#2,300.00"
141,Disprin Direct Aspirin * 16 Chewable,Pain Killers,Tablets & Capsules,https://i.postimg.cc/5yJPsKRq/direct-aspirin-16tab.jpg,"#5,950.00"
142,Emzor Piroxicam 20Mg * 10 Strips,Pain Killers,Tablets & Capsules,https://i.postimg.cc/J0ST4bx6/emzor-piroxicam.jpg,#150.00
143,Excedrin Ext Strh * 24 Caps,Pain Killers,Tablets & Capsules,https://www.supermart.ng/cdn/shop/files/medp8372.jpg?v=1688995567,"#14,700.00"
144,Excedrin Migraine * 24 Caps,Pain Killers,Tablets & Capsules,https://images-cdn.ubuy.co.in/636e754f2221753d2642c554-product-of-excedrin-migraine-aspirin.jpg,"#14,700.00"
145,Felvin 20Mg * 10 Strips,Pain Killers,Tablets & Capsules,https://i.postimg.cc/KjktCktG/image.png,#250.00
146,Feminax Express * 16 Tabs,Pain Killers,Tablets & Capsules,https://i.postimg.cc/kg7gwtdW/feminax-16tab-1.jpg,"#14,000.00"
147,Feminax Express 342Mg* 8 Tabs,Pain Killers,Tablets & Capsules,https://i.postimg.cc/yN62Gybc/image-removebg-preview-6.jpg,"#8,400.00"
148,Lyrica 75Mg Cap * 28,Pain Killers,Tablets & Capsules,https://i.postimg.cc/RZRgzYWN/image.png,"#32,050.00"
149,Neurovit Forte * 10 Strips,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/93becefeadcd8d2fd4babea9e0fd7e937c8d3610e18f002f40f2d5dab3373c2d?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#2,200.00"
150,Panadol 500Mg * 1 Strips,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/70fff0252395928aa8d106a7dd526b25fc8652cd5b5dd9fe320a374eea3db4a4?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7IndpZHRoIjoxNTAsImhlaWdodCI6MTUwfX1d,#550.00
151,Panadol Actifast * 14 Tabs,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/829bfeb3328f74554589b828ba60912fc38d64bc42cc2368173329940360998e?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#9,800.00"
152,Panadol Actifast * 24 Soluble Tabs,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/bca3017a71c311f91daea7611d7d02cd58758d32ba225e28e0b94f4e9be251b1?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#14,700.00"
153,Panadol Advance 500Mg * 16 Tabs,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/366f353e16a6f6ee86dbb0b78c14982d435179bcdd7602c11159433f30394f7b?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#6,050.00"
154,Panadol Extra * 24 Soluble Tabs,Pain Killers,Tablets & Capsules,https://i.postimg.cc/Wz54VTc5/image.png,"#14,900.00"
155,Paracetamol * 8 Strips,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/03dc8771edfe078c488db648fcbfc52e79e95646670df71684f96962fa91d593?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,#200.00
156,Paracetamol 500Mg *32 Cap/Tab (Crescent,Pain Killers,Tablets & Capsules,https://i.postimg.cc/pXdSLRtK/image.png,"#4,500.00"
157,Solpadeine Max * 32 Solu Tabs,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/5446a395519cf177b48c5aa73c4f559e36d406db0c273cadcf9603496310b5d1?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7IndpZHRoIjoxNTAsImhlaWdodCI6MTUwfX1d,"#20,300.00"
158,Tylenol E/S 500Mg * 24 Caps,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/83bfcafd562a0c34b2fd0be8cbf400eb4e7c567466baa9afe3d6f477aa050e21?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#13,050.00"
159,Voltfast 50Mg * 3 Sachet,Pain Killers,Tablets & Capsules,https://images.deliveryhero.io/image/menus-glovo/products/eec7ebc04bd78040769732076afa3223ab66ece98e621d36075a50328fb2d3bf?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#1,550.00"
160,Aboniki Balm 25G,Pain Killers,Topical Creams & Ointments,https://i.postimg.cc/nrTcYZdv/image.png,#750.00
161,Deep Freeze Cold Spray 150Ml,Pain Killers,Topical Creams & Ointments,https://i.postimg.cc/KYKN68B8/image.png,"#7,350.00"
162,Deep Heat Spray 150Ml,Pain Killers,Topical Creams & Ointments,https://i.postimg.cc/8PMR8Q8g/image-removebg-preview-10.jpg,"#8,150.00"
163,Fastum Gel 100G (Ketoprofen 2.5%),Pain Killers,Topical Creams & Ointments,https://i.postimg.cc/K86H4knC/image.png,"#18,250.00"
164,Fastum Gel 2.5% * 50G (Ketoprofen),Pain Killers,Topical Creams & Ointments,https://i.postimg.cc/xdFyqWD8/image.png,"#10,100.00"
165,Lofnac Gel *30G,Pain Killers,Topical Creams & Ointments,https://i.postimg.cc/x8GzGZ7K/image.png,#900.00
166,Neurogesic Extra 35G,Pain Killers,Topical Creams & Ointments,https://i.postimg.cc/DfQJMtjG/image.png,"#1,650.00"
167,Shaltoux Natural Lozenges *200,"Cough, Cold & Allergies",Throat Lozenges,https://i.postimg.cc/yxDj2838/shaltoux-lozenge-Photo-Room-png-Photo-Room.png,#50.00
168,Sorepils Sore Throat & Cough *24Loz(Oran,"Cough, Cold & Allergies",Throat Lozenges,https://images.deliveryhero.io/image/menus-glovo/products/b7cbda0eb780f2702e125794574350503d16487231a811c5294766443c9fea43?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7IndpZHRoIjoxNTAsImhlaWdodCI6MTUwfX1d,"#3,000.00"
169,Strepsils Extra Triple Action (Cherr *24,"Cough, Cold & Allergies",Throat Lozenges,https://i.postimg.cc/Y0ZYgNZQ/image.png,"#14,100.00"
170,Strepsils Intensive (Honey & Lemon) *16,"Cough, Cold & Allergies",Throat Lozenges,https://i.postimg.cc/hjhXrz9s/image.png,"#5,950.00"
171,Strepsils Soothing Honey & Lemon *24 Loz,"Cough, Cold & Allergies",Throat Lozenges,https://i.postimg.cc/mDdnHD47/image.png,"#4,750.00"
172,Vocalzone Throat Pastilles (Blc* 24 Tabs,"Cough, Cold & Allergies",Throat Lozenges,https://i.postimg.cc/fTLQTcmV/Vocalzone-Throat-Pastilles-Blc-24-Tabs.jpg,"#10,850.00"
173,Vocalzone Throat Pastilles(Honey & Lemon,"Cough, Cold & Allergies",Throat Lozenges,https://i.postimg.cc/Bb7y1zHX/Vocalzone-Throat-Pastilles-Honey-and-Lemon.jpg,"#9,700.00"
174,Olbas Inhaler Nasal Stick,"Cough, Cold & Allergies",Nasal Inhalers,https://i.postimg.cc/cLqLnk9F/image.png,"#8,200.00"
175,Robb Inhaler * 12,"Cough, Cold & Allergies",Nasal Inhalers,https://images.deliveryhero.io/image/menus-glovo/products/d480f28e38e996d635c658d7cb0ecb07c7bb3bc65cc1fee32433c5fc48ffbf2c?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,#550.00
176,Sudafed Sinus Ease Nasal Spray 15Ml,"Cough, Cold & Allergies",Nasal Sprays,https://i.postimg.cc/Kvvx3SSv/Sudafed-Sinus-Ease-Nasal-Spray-15-Ml.jpg,"#12,100.00"
177,Actifed Dry Cough 100Ml,"Cough, Cold & Allergies",Cough Syrups,https://images.deliveryhero.io/image/menus-glovo/products/d92f6b8b8a4060b5034dc0b6e6d8c8a7c48e3a4fcf257a3f063ea52d76b71d64?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#13,900.00"
178,Beehive Balsam Cough Syrup 200Ml,"Cough, Cold & Allergies",Cough Syrups,https://images.deliveryhero.io/image/menus-glovo/products/57e6200778b5767776da4c8794bdd2280c65fbaafb456e4f97b6b8dcadfc915e?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#5,550.00"
179,Benylin Chesty Coughs Non Drowsy 150Ml,"Cough, Cold & Allergies",Cough Syrups,https://images.deliveryhero.io/image/menus-glovo/products/b3230e50c31c1f14e76e093874c150a6da0f4f9f07b32e77b4ae2a8c1b06809e?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#18,900.00"
180,Benylin Child Dry Cough & Sore Thro 125M,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/LXVrwtJj/image.png,"#11,950.00"
181,Benylin Children Chesty Coughs 125Ml,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/JhVvh6Jb/image.png,"#14,700.00"
182,Benylin Child Night Cough 125Ml,"Cough, Cold & Allergies",Cough Syrups,https://images.deliveryhero.io/image/menus-glovo/products/41a222fbf928741cf011946f63249de1200904391448e3bc274e0820cd1d6df4?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#16,500.00"
183,Benylin Dry Cough 150Ml,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/sxk9J83m/image.png,"#17,500.00"
184,Benylin Mucus Cough Max Menthol 150Ml,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/qBbr8DR8/image.png,"#17,200.00"
185,Benylin Mucus Cough Night 150Ml,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/j518jfxJ/image.png,"#18,750.00"
186,Buttercup Cough Syrup 200Ml,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/k4SjB4B1/image.png,"#20,000.00"
187,Buttercup Cough Syrup Original 150Ml,"Cough, Cold & Allergies",Cough Syrups,https://www.naturesbest.co.uk/images/products/large/5012616175008.jpg,"#5,850.00"
188,Coflin Cough Linctus,"Cough, Cold & Allergies",Cough Syrups,https://images.deliveryhero.io/image/menus-glovo/products/7c2637dcd35dc2eb5f891c580586081a8cc44d0e4dee2b70475e7fbe875953a9?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#1,500.00"
189,Coflin Expectorant 100Ml,"Cough, Cold & Allergies",Cough Syrups,https://images.deliveryhero.io/image/menus-glovo/products/d6e2db5cf4d828ca26915b9951925a8b939994c869e4272b47db6c43d7706da0?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#1,050.00"
190,Covonia Chesty Cough Mixture 150Ml,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/XJW5k7sD/image.png,"#17,800.00"
191,Covonia Dry&Tickly Cough N/D 150Ml,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/RCXtwmKX/image.png,"#20,600.00"
192,Rhina Phyto Herbal Liquid 100Ml,"Cough, Cold & Allergies",Cough Syrups,https://images.deliveryhero.io/image/menus-glovo/products/ffea1a5eed03e606c56d95701f63e5cae51482fde5b0c7fa1ef6f9dd7054d0de?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#8,700.00"
193,Robitussin Dry Cough 100Ml,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/3rSydBQq/image.png,"#14,450.00"
194,Shaltox 4 Ways Relief Cough Syrup 100Ml,"Cough, Cold & Allergies",Cough Syrups,https://i.postimg.cc/W1R9hKy1/shaltoux-4-way-relief-syrup.webp,#900.00
195,Shaltoux Chesty Cough 100Ml,"Cough, Cold & Allergies",Cough Syrups,https://images.deliveryhero.io/image/menus-glovo/products/4508b9ab2ffa26142a54a1fb11a360739d67e12091b10bef12d883254b051af9?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#1,100.00"
196,Night Nurse * 10 Caps,"Cough, Cold & Allergies",Drowsy Medications,https://famedixpharmacy.com/cdn/shop/products/NIGHT-NURSE-CAPS_5099627274951.jpg?v=1632401934,"#19,000.00"
197,Night Nurse Liquid 160Ml,"Cough, Cold & Allergies",Drowsy Medications,https://i.postimg.cc/3JqC1sbT/image.png,"#28,500.00"
198,Panadol Cold & Flu * 24 Caplets,"Cough, Cold & Allergies",Drowsy Medications,https://i.postimg.cc/Fsw33j7F/image.png,"#13,600.00"
199,Contac Dual Relief * 18 Tabs(N/D),"Cough, Cold & Allergies",Non-Drowsy Medications,https://i.postimg.cc/dV8kCpbn/image.png,"#15,300.00"
200,Flucorday Non-Drowsy *8 Liq Gels,"Cough, Cold & Allergies",Non-Drowsy Medications,https://images.deliveryhero.io/image/menus-glovo/products/9b676fea2c7a5799dacc712398c90f4b34caabc5e7c30f9be3f311b08cf2ad4e?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#2,300.00"
201,Lemsip Max Cold & Flu * 10 (B/Current),"Cough, Cold & Allergies",Non-Drowsy Medications,https://cdn.shopify.com/s/files/1/0562/3853/8907/products/LemsipMaxColdandFlurelief-Blackcurrantflavour-10sachets_1024x1024_3f430687-c5ee-48de-8871-02c0d9b15f0f.jpg?v=1698161111Andwidth=600,"#13,500.00"
202,Lemsip Max Cold&Flu * 10 (Lemon),"Cough, Cold & Allergies",Non-Drowsy Medications,https://i.postimg.cc/RhBZQQjf/image.png,"#13,500.00"
203,Vicks Dayquil Cold&Flu *236Ml,"Cough, Cold & Allergies",Non-Drowsy Medications,https://i.postimg.cc/50qV1cRY/image.png,"#27,650.00"
204,Allegra 180Mg *30Tabs(Non-Drowsy),"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/ht2t52ym/Allegra-180-Mg-30-Tabs-Non-Drowsy.jpg,"#50,200.00"
205,Allegra-D  *20 Tabs (Non-Drowsy),"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/nhLKMn38/image-removebg-preview-4.png,"#45,700.00"
206,Anthisan Cream (Bite And String) 20G,"Cough, Cold & Allergies",Allergies,https://pharmacysaver.co.uk/cdn/shop/files/anthisan-bite-_-sting-cream-20g_800x.jpg?v=1694537866,"#11,900.00"
207,Atadyn 10Mg Tabs * 10 Strip,"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/s2vQvxJd/image.png,#300.00
208,Benadryl Allergy Relief * 12 Caps,"Cough, Cold & Allergies",Allergies,https://m.media-amazon.com/images/I/71M6im1DFxL.jpg,"#14,650.00"
209,Benadryl Allergy Liquid 10Mg *7Caps (Oad,"Cough, Cold & Allergies",Allergies,https://images.deliveryhero.io/image/menus-glovo/products/80a0796c8619609c46492297671b000d9ea25eeab9b696941fb7ba79745e2922?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#6,850.00"
210,Benadryl Allergy One A Day * 30 Tabs,"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/zXGJJMj4/image.png,"#23,600.00"
211,Clarityn Allergy * 14 Tablets,"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/bNxFBNkh/image.png,"#13,600.00"
212,Clarityn Allergy * 7 Tabs,"Cough, Cold & Allergies",Allergies,https://images.deliveryhero.io/image/menus-glovo/products/e4d3d7030763eb1c85ab5b23308276301ce5be74e9f0096efc3431b0743d82d7?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#8,550.00"
213,Cortizone-10 Instensive Moisture Creme 2,"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/rmTxSCkT/Cortizone-10-Instensive-Moisture-Creme-2-Photo-Room-png-Photo-Room.png,"#12,000.00"
214,Loratyn 10Mg * 10 Strips,"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/fyd4q1vQ/loratyn-10.jpg,"#1,050.00"
215,Moko Calamine Lotion 100Ml,"Cough, Cold & Allergies",Allergies,https://images.deliveryhero.io/image/menus-glovo/products/28763daf14079163d9aecd8d261359952c2025cd60f0b438815f835be7c1bd09?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,#800.00
216,Otrivine Allergy Relief N/Spray 10Ml,"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/mDKFcQmf/Otrivine-Allergy-Relief-N-Spray-10-Ml.jpg,"#12,500.00"
217,Piriton Allergy *30 Tabs,"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/JnCL65BL/Whats-App-Image-2023-11-02-at-13-01-42-c2167b41-Photo-Room-png-Photo-Room.png,"#12,100.00"
218,Prednisolone 5Mg * 10 Strips,"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/52ZH1JGS/image-removebg-preview-5.png,#200.00
219,Zirtek Allergy Relief * 7 Tabs,"Cough, Cold & Allergies",Allergies,https://i.postimg.cc/vTm59Ysf/Zirtek-allergy-10mg-7tabs.jpg,"#10,800.00"
220,Silver Bird Oil 28Ml,Baby & Child Care,Stuffy Nose,https://images.deliveryhero.io/image/menus-glovo/products/08a0f62bf645fed48f77c9055298cc3dace71db6f5dedc36dda1719298c28969?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#5,250.00"
221,Tuxil Child Runny Nose & Catarrh Syr 100,Baby & Child Care,Stuffy Nose,https://images.deliveryhero.io/image/menus-glovo/products/22c6199fd79fde0951813698076c226c2d363025de0ec68809ccc03bdce5679d?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,#750.00
222,Atadyn Syrup 5Mg/5Ml * 100Ml,Baby & Child Care,Stuffy Nose,https://i0.wp.com/carefortepharm.com/wp-content/uploads/2023/09/Atadyn-Syrup-Non-Drowsy-100ml.jpg?fit=1024%2C1024Andssl=1,"#2,250.00"
223,Benadryl Allergy Children Syr.70Ml 6+,Baby & Child Care,Stuffy Nose,https://www.ocado.com/productImages/360/36090011_0_640x640.jpg?identifier=833b11f596a8b6297e267c1527aa46b1,"#13,200.00"
224,Benadryl Allergy Children Syr. 100Ml 2+,Baby & Child Care,Allergy & Asthma,https://i.postimg.cc/fyVPMRDZ/Benadryl-Allergy-Children-Syrup-ORIGINAL-100-Ml-2.jpg,"#18,750.00"
225,Clarityn Allergy 1Mg/Ml Syrup * 60Ml(Mix,Baby & Child Care,Allergy & Asthma,https://i.postimg.cc/4N5YbyMG/image-removebg-preview-5.jpg,"#12,600.00"
226,Abidec Multvit Drops 25Ml (Imp),Baby & Child Care,Allergy & Asthma,https://i.postimg.cc/tT2bQn38/Abidec-Multi-vitamin-Drops-25-Ml-Imp.jpg,"#11,250.00"
227,Abidec Multivitamin Syrup 150Ml,Baby & Child Care,Allergy & Asthma,https://m.media-amazon.com/images/I/616ZhovW36L._AC_SX466_.jpg,"#17,300.00"
228,Biosea Cod Liver Oil (Orange) 120Ml,Baby & Child Care,Kids Multivitamins,https://precious-pharmacy.com/cdn/shop/products/d464c297aac3613fd8a0c04fc5229a8f33eda24f.jpg?v=1597148865,"#6,100.00"
229,Biosea Cod Liver Oil (Orange) 220Ml,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/1zbV6K8h/bio-sea-220ml.jpg,"#8,000.00"
230,Feroglobin Baby Drops 30Ml(4-24 Months),Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/6q3tt9H3/Feroglobin-Baby-Drops-30-Ml-4-24-Months.jpg,"#11,250.00"
231,G/Life Dr. F. Probiotics Kids 5 Bill.*60,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/V6YxSr7P/garden-of-life-vaginal-probiotics-Photo-Room-png-Photo-Room.png,"#35,400.00"
232,N/A Mini Drops Multivitamin 50Ml,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/CKm9m7qq/Nature-s-aid-mini-drops-multivitamin-50ml.jpg,"#9,600.00"
233,N/A Super Stars Vitamin C * 60C/Tabs,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/HkpkB3LZ/Nature-s-aid-Superstars-Multi-vitamins-mineral-60.jpg,"#7,200.00"
234,Reload 4 Kids Multivitamin 237Ml,Baby & Child Care,Kids Multivitamins,https://d3ckuu7lxvlwp2.cloudfront.net/products/9004760065f05db6f78d27product.jpg,"#16,500.00"
235,Reload 4 Kidz Chewable Tab,Baby & Child Care,Kids Multivitamins,https://pharmacy.marvicanihealth.com/wp-content/uploads/2020/10/reload-4-kidz-80.jpg,"#17,100.00"
236,Reload Tonic Multivitamin 237Ml,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/vTgBQcs0/Reload-tonic-multivitamin-237ml.jpg,"#13,050.00"
237,Renzo'S Kids Iron Strong *90Tabs,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/fbTXvr8h/renzo-iron-strong.webp,"#12,600.00"
238,Renzo'S Kids Bright & Brainy B6 *60Tabs,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/3rBZ228p/Renzo-S-Kids-Bright-Brainy-B6-60-Tabs.jpg,"#13,200.00"
239,Renzo'S Kids Dynamite D3 *60Tabs,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/jSV0kQrC/Renzo-S-Kids-Dynamite-D3-60-Tabs.jpg,"#13,200.00"
240,Renzo'S Kids Invincible Vit C *60Tabs,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/vTMxz6HK/Renzo-S-Kids-Invincible-Vitamin-C-60-Tabs.jpg,"#13,500.00"
241,Renzo'S Kids Picky Eater Multi *60Tabs,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/VkjQyrYg/Renzo-S-Kids-Picky-Eater-Multi-60-Tabs.jpg,"#13,500.00"
242,Renzo'S Kids Y/Tummy Probiotic *60 Tabs,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/GpXr71f9/Renzo-S-Kids-Yummy-Tummy-Probiotic-60-Tabs.jpg,"#12,900.00"
243,Wellkid Immune Chewable *30 Tabs,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/VNrrh1mx/Wellkid-Immune-Chewable-30-Tabs.jpg,"#13,650.00"
244,Wellkid Omega-3 Plus Vit. D Chewable *60,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/CKkMDKFx/Wellkid-Omega-3-Plus-Vit-D-Chewable-60.jpg,"#12,300.00"
245,Moxie Vit-C Syrup 100Ml,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/3JRNcmX2/image.png,"#2,400.00"
246,Ashton & Parsons Teething Gel 10Ml,Baby & Child Care,Kids Multivitamins,https://i.postimg.cc/fW0DtCf2/image.png,"#6,350.00"
247,Calpol 6+ Suspension 200Ml (S/Berry),Baby & Child Care,Kids Painkillers,https://www.supermart.ng/cdn/shop/files/medp2513.jpg?v=1693852230,"#28,350.00"
248,Calpol 6+ Suspension 100Ml(S/Free),Baby & Child Care,Kids Painkillers,https://i.postimg.cc/sD4v0JQf/Calpol-6yrs-plus-Suspension-100-Ml-sugar-Free.jpg,"#14,300.00"
249,Calpol 6+ Suspension 80Ml(S/Free),Baby & Child Care,Kids Painkillers,https://i.postimg.cc/y8vctBtj/Calpol-6yrs-plus-Suspension-80-Ml-Sugar-Free.jpg,"#14,450.00"
250,Calpol Infant Sus. 2+ 200Ml S/Berry S/F,Baby & Child Care,Kids Painkillers,https://images.deliveryhero.io/image/menus-glovo/products/6d158a59c7b28496284d7dd0e19bae9fd06d6de6ec5a272f5cec1e482524da59?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#25,650.00"
251,Emzor Paracetamol Drops 15Ml,Baby & Child Care,Kids Painkillers,https://i.postimg.cc/0Np0bfWV/emzor-paracetamol-drops-15ml.jpg,#750.00
252,Moxie Paracetamol Syrup 120Mg/5Ml *100Ml,Baby & Child Care,Kids Painkillers,https://images.deliveryhero.io/image/menus-glovo/products/c82f7ca24191fd92ae599295b513754e5bd2da7b2696327811f5fdb9b85e90fa?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#2,400.00"
253,Nhp Ibuprofen Oral Susp 100Ml(Orange,Baby & Child Care,Kids Painkillers,https://i.postimg.cc/jS8tXgcr/Nhp-Ibuprofen-Oral-Susp-100-Ml-Orange.jpg,"#4,150.00"
254,Nurofen For Child 100Ml (S/Berry Flavour,Baby & Child Care,Kids Painkillers,https://i.postimg.cc/q7Rdkx7G/image.png,"#5,500.00"
255,Nurofen For Child 100Ml (Orange Flavour),Baby & Child Care,Kids Painkillers,https://healthplusnigeria.com/cdn/shop/products/nurofen-for-children-_ibuprofen_-orange-syrup-100ml-1_pqlz1c_grande.jpg?v=1680833916,"#5,500.00"
256,Piccan Teething Remedy 100Ml,Baby & Child Care,Kids Painkillers,https://images.deliveryhero.io/image/menus-glovo/products/e1ee45822acce310db6395596f48b55219c2c59e584fd948e7fd130526f3149d?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#21,000.00"
257,Huggies All Over Clean Baby Wipes*56,Baby & Child Care,Baby Wipes,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/O/H/93777_1673408661.jpg","#2,700.00"
258,Astymin Liquid 200Ml,Multivitamins & Supplements,Daily Multivitamins,https://images.deliveryhero.io/image/menus-glovo/products/0235020c17745246306084d1459c9cd37961d72db89949b20ef387c9859485c0?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#4,500.00"
259,Daravit * 30 Caps,Multivitamins & Supplements,Daily Multivitamins,https://i.postimg.cc/dV3jLdRB/daravit-15caps.jpg,"#2,250.00"
260,Daravit Forte *10 Caps,Multivitamins & Supplements,Daily Multivitamins,https://images.deliveryhero.io/image/menus-glovo/products/837fea2ee6c2343b8d0c0722aace7349781f8ad33292cc7bfb420a4679f8fbdd?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,"#1,800.00"
261,Dr Meyers Folic Acid * 100 Tabs,Multivitamins & Supplements,Daily Multivitamins,https://images.deliveryhero.io/image/menus-glovo/products/11b20060e5d704386a8e759efedd03c7ffe3336498b9eb961e8734d871d810eb?t=W3siYXV0byI6eyJxIjoibG93In19XQ==,#800.00
262,Force Factor Total Beets Gummies *60(F/P,Multivitamins & Supplements,Daily Multivitamins,https://i.postimg.cc/PfcH4vr3/force-factor-total-beets-gummies-fruit-punch.jpg,"#24,500.00"
263,G/Life Mykind Ashwagandha Stress *60,Multivitamins & Supplements,Daily Multivitamins,https://i5.walmartimages.com/asr/57636130-3e7f-4b50-bd40-da5bca71b97a_1.5e1fd4fe83aeaaf9bd25d041d71214a3.jpeg,"#50,000.00"
264,N/Factors Bigfriends Multi *60 Chew(J/Be,Multivitamins & Supplements,Daily Multivitamins,https://i.postimg.cc/TYCDtH9D/image-removebg-preview-4.jpg,"#14,500.00"
265,Omega-H3 * 30 Capsules,Multivitamins & Supplements,Daily Multivitamins,https://i.postimg.cc/8k22B7Wb/image.png,"#8,650.00"
